customerID,tenure,Contract,InternetService,PaymentMethod,TechSupport,OnlineSecurity,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Churn_Risk_Score,Risk_Tier,Predicted_LTV,Expected_Monthly_Loss,Expected_LTV_Loss,Value_Segment,Action_Quadrant,Recommended_Action
1293-HHSHJ,35,One year,No,Mailed check,No internet service,No internet service,No,21.1,741.0,No,0.0198,2.0,Low Risk,738.74,0.42,14.63,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4840-ORQXB,56,Month-to-month,Fiber optic,Electronic check,No,No,No,104.75,5841.35,No,0.5244,52.4,High Risk,5812.58,54.93,3048.12,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
7599-FKVXZ,42,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,106.15,4512.7,Yes,0.6071,60.7,High Risk,4485.62,64.44,2723.22,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3982-DQLUS,65,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,85.75,5688.45,No,0.1495,14.9,Low Risk,5617.16,12.82,839.77,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8610-ZIKJJ,2,One year,No,Mailed check,No internet service,No internet service,No,20.3,31.9,No,0.0577,5.8,Low Risk,40.46,1.17,2.33,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3756-VNWDH,65,One year,Fiber optic,Electronic check,No,Yes,Yes,100.75,6674.65,No,0.2107,21.1,Low Risk,6568.55,21.23,1383.99,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7801-KICAO,18,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.15,1345.75,No,0.3819,38.2,Medium Risk,1340.94,28.32,512.1,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7673-LPRNY,23,One year,DSL,Electronic check,No,Yes,Yes,78.55,1843.05,No,0.1629,16.3,Low Risk,1868.17,12.8,304.32,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8229-TNIQA,4,Month-to-month,DSL,Mailed check,No,No,Yes,45.3,196.95,Yes,0.6123,61.2,High Risk,191.49,27.74,117.25,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
6060-QBMGV,70,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.85,1433.8,No,0.0042,0.4,Low Risk,1399.63,0.08,5.88,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7339-POGZN,4,Month-to-month,DSL,Electronic check,No,No,No,50.7,214.55,No,0.3298,33.0,Medium Risk,205.99,16.72,67.94,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2828-SLQPF,19,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,45.0,865.85,No,0.2278,22.8,Low Risk,861.52,10.25,196.25,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4465-VDKIQ,18,Month-to-month,Fiber optic,Electronic check,No,No,No,77.8,1358.6,No,0.2335,23.3,Low Risk,1351.43,18.17,315.56,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2921-XWDJH,38,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,83.45,3147.15,No,0.231,23.1,Low Risk,3127.51,19.28,722.45,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6221-AVQYL,2,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,73.25,131.05,Yes,0.8426,84.3,Critical Risk,145.61,61.72,122.69,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2558-BUOZZ,47,One year,Fiber optic,Bank transfer (automatic),No,Yes,No,94.8,4535.85,No,0.0613,6.1,Low Risk,4475.0,5.81,274.32,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9257-AZMTZ,52,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,20.1,1078.75,No,0.0066,0.7,Low Risk,1049.51,0.13,6.93,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0003-MKNFE,9,Month-to-month,DSL,Mailed check,No,No,No,59.9,542.4,No,0.2918,29.2,Medium Risk,538.46,17.48,157.12,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0975-UYDTX,26,One year,DSL,Credit card (automatic),Yes,Yes,Yes,90.1,2312.55,No,0.098,9.8,Low Risk,2325.93,8.83,227.94,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7743-EXURX,8,Month-to-month,DSL,Electronic check,No,No,Yes,51.05,415.05,Yes,0.5989,59.9,High Risk,405.98,30.57,243.14,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4682-BLBUC,44,One year,DSL,Electronic check,Yes,No,Yes,70.95,3250.45,No,0.0403,4.0,Low Risk,3147.34,2.86,126.84,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0975-VOOVL,3,Month-to-month,DSL,Mailed check,No,No,No,29.2,98.5,No,0.3231,32.3,Medium Risk,92.34,9.43,29.84,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5968-VXZLG,2,Month-to-month,DSL,Bank transfer (automatic),No,No,Yes,46.6,87.9,No,0.2919,29.2,Medium Risk,93.05,13.6,27.16,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5569-KGJHX,9,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,85.35,754.65,Yes,0.767,76.7,Critical Risk,748.89,65.46,574.4,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
4988-IQIGL,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,75.35,75.35,Yes,0.8508,85.1,Critical Risk,75.33,64.11,64.09,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5201-FRKKS,25,Month-to-month,Fiber optic,Bank transfer (automatic),No,Yes,No,74.3,1952.25,No,0.1497,15.0,Low Risk,1900.99,11.12,284.58,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
9799-CAYJJ,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,69.3,153.8,No,0.5577,55.8,High Risk,140.93,38.65,78.6,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
7730-IUTDZ,43,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,75.2,3198.6,Yes,0.4379,43.8,Medium Risk,3231.98,32.93,1415.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0426-TIRNE,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,20.9,20.9,Yes,0.437,43.7,Medium Risk,20.9,9.13,9.13,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5443-SCMKX,58,One year,Fiber optic,Electronic check,No,No,Yes,94.3,5610.15,No,0.1779,17.8,Low Risk,5529.82,16.78,983.75,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8295-KMENE,59,Two year,DSL,Mailed check,Yes,Yes,Yes,76.45,4519.5,No,0.0227,2.3,Low Risk,4523.27,1.74,102.68,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6738-ISCBM,44,One year,DSL,Electronic check,No,Yes,Yes,54.0,2440.25,No,0.0777,7.8,Low Risk,2393.57,4.2,185.98,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9821-BESNZ,66,One year,Fiber optic,Electronic check,Yes,No,Yes,104.25,6860.6,No,0.1687,16.9,Low Risk,6871.84,17.59,1159.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3678-MNGZX,68,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,19.95,1377.7,No,0.0037,0.4,Low Risk,1372.6,0.07,5.08,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1335-NTIUC,9,Month-to-month,DSL,Electronic check,No,No,Yes,24.95,190.25,No,0.5686,56.9,High Risk,185.62,14.19,105.54,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
2916-BQZLN,19,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,84.75,1651.95,No,0.3005,30.1,Medium Risk,1632.01,25.47,490.42,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4558-CGYCZ,4,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.75,78.3,No,0.1193,11.9,Low Risk,79.09,2.36,9.44,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2368-GAKKQ,70,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,113.65,7939.25,No,0.0494,4.9,Low Risk,7963.49,5.61,393.4,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8710-YGLWG,1,Month-to-month,DSL,Mailed check,No,No,Yes,44.9,44.9,No,0.3819,38.2,Medium Risk,44.92,17.15,17.15,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
3199-XGZCY,8,Month-to-month,Fiber optic,Electronic check,No,No,Yes,75.25,576.7,No,0.7591,75.9,Critical Risk,590.91,57.12,448.56,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
3785-KTYSH,53,Two year,No,Mailed check,No internet service,No internet service,No,24.6,1279.0,No,0.0114,1.1,Low Risk,1294.28,0.28,14.75,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6814-ZPWFQ,51,One year,No,Bank transfer (automatic),No internet service,No internet service,No,25.0,1260.7,No,0.0301,3.0,Low Risk,1263.6,0.75,38.03,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4063-EIKNQ,11,Month-to-month,No,Bank transfer (automatic),No internet service,No internet service,No,20.95,267.35,No,0.1186,11.9,Low Risk,253.07,2.48,30.01,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
6993-YCOBK,60,Two year,Fiber optic,Electronic check,Yes,Yes,Yes,110.6,6586.85,No,0.1083,10.8,Low Risk,6611.33,11.98,716.01,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5206-HPJKM,17,Month-to-month,DSL,Credit card (automatic),No,Yes,Yes,55.5,934.15,No,0.1012,10.1,Low Risk,931.79,5.62,94.3,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
7587-RZNME,3,Month-to-month,DSL,Electronic check,No,No,Yes,43.3,123.65,Yes,0.5288,52.9,High Risk,127.83,22.9,67.6,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
0748-RDGGM,70,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,109.5,7534.65,Yes,0.27,27.0,Medium Risk,7612.14,29.56,2055.28,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8393-JMVMB,1,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.45,19.45,No,0.2697,27.0,Medium Risk,19.46,5.25,5.25,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5019-GQVCR,43,Month-to-month,Fiber optic,Electronic check,No,No,Yes,84.85,3645.6,No,0.3249,32.5,Medium Risk,3654.64,27.57,1187.39,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6036-TTFYU,16,Month-to-month,No,Mailed check,No internet service,No internet service,No,19.6,314.45,No,0.0667,6.7,Low Risk,312.11,1.31,20.82,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2550-AEVRU,57,One year,DSL,Electronic check,No,Yes,No,53.45,3053.0,No,0.0228,2.3,Low Risk,3051.0,1.22,69.56,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0969-RGKCU,37,One year,No,Credit card (automatic),No internet service,No internet service,No,19.8,677.05,No,0.0152,1.5,Low Risk,727.03,0.3,11.05,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0378-CJKPV,72,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,112.1,7965.95,No,0.0319,3.2,Low Risk,8045.66,3.58,256.66,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4706-AXVKM,11,Month-to-month,Fiber optic,Credit card (automatic),No,No,Yes,84.8,906.85,Yes,0.6523,65.2,High Risk,927.83,55.32,605.22,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5889-JTMUL,50,Month-to-month,Fiber optic,Electronic check,No,No,Yes,95.05,4888.7,Yes,0.5089,50.9,High Risk,4784.54,48.37,2434.85,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
9026-RNUJS,5,Month-to-month,DSL,Electronic check,No,No,No,50.35,237.25,Yes,0.6167,61.7,High Risk,245.18,31.05,151.2,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
3746-EUBYR,1,Month-to-month,Fiber optic,Bank transfer (automatic),No,No,Yes,74.6,74.6,Yes,0.7957,79.6,Critical Risk,74.66,59.36,59.41,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2332-EFBJY,16,Month-to-month,No,Mailed check,No internet service,No internet service,Yes,19.7,342.4,Yes,0.314,31.4,Medium Risk,327.06,6.19,102.7,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2880-FPNAE,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,74.2,140.1,No,0.5357,53.6,High Risk,147.87,39.75,79.21,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1703-MGIAB,17,Month-to-month,DSL,Mailed check,Yes,No,Yes,69.0,1108.0,No,0.174,17.4,Low Risk,1139.88,12.01,198.34,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4311-QTTAI,16,One year,No,Credit card (automatic),No internet service,No internet service,No,19.35,295.55,No,0.0312,3.1,Low Risk,311.2,0.6,9.71,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9474-PHLYD,15,Month-to-month,DSL,Electronic check,No,No,Yes,59.45,892.65,Yes,0.5761,57.6,High Risk,893.0,34.25,514.46,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
4318-RAJVY,10,One year,No,Mailed check,No internet service,No internet service,Yes,19.8,198.25,No,0.0714,7.1,Low Risk,198.27,1.41,14.16,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2165-VOEGB,46,One year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,105.2,4822.85,Yes,0.0967,9.7,Low Risk,4833.45,10.17,467.39,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
3612-YUNGG,64,Two year,Fiber optic,Credit card (automatic),Yes,No,Yes,109.2,6741.15,No,0.0585,5.9,Low Risk,6904.37,6.39,403.91,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2254-DLXRI,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,79.15,79.15,No,0.7369,73.7,Critical Risk,79.28,58.33,58.42,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
5062-CJJKH,25,One year,DSL,Mailed check,No,No,No,53.65,1355.45,No,0.0556,5.6,Low Risk,1351.15,2.98,75.12,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9028-LIHRP,71,Two year,Fiber optic,Credit card (automatic),Yes,Yes,No,100.2,7209.0,No,0.0159,1.6,Low Risk,7183.89,1.59,114.22,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
2219-MVUSO,8,Month-to-month,DSL,Mailed check,No,No,Yes,45.15,438.4,Yes,0.5925,59.3,High Risk,388.28,26.75,230.06,Standard Value,Automated Nurture,Digital Drip: $5/mo Contract Lock-In Offer
1053-MXTTK,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,Yes,108.65,7726.35,No,0.0269,2.7,Low Risk,7792.3,2.92,209.61,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1530-ZTDOZ,49,Month-to-month,DSL,Bank transfer (automatic),No,Yes,No,40.65,2070.75,No,0.1411,14.1,Low Risk,2049.14,5.74,289.13,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1301-LOPVR,29,One year,DSL,Credit card (automatic),Yes,Yes,Yes,55.35,1636.95,No,0.06,6.0,Low Risk,1611.62,3.32,96.7,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0853-TWRVK,72,Two year,Fiber optic,Bank transfer (automatic),Yes,Yes,No,105.6,7581.5,No,0.0259,2.6,Low Risk,7597.25,2.74,196.77,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8914-RBTSB,31,Month-to-month,Fiber optic,Electronic check,No,No,No,93.8,3019.5,Yes,0.4338,43.4,Medium Risk,2935.87,40.69,1273.58,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6212-ATMLK,50,Month-to-month,Fiber optic,Electronic check,No,No,Yes,95.7,4729.75,No,0.3997,40.0,Medium Risk,4746.01,38.25,1896.98,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
8200-LGKSR,71,Two year,DSL,Electronic check,Yes,Yes,No,83.2,6126.1,No,0.0233,2.3,Low Risk,5968.13,1.94,139.06,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1568-BEKZM,70,Two year,DSL,Credit card (automatic),Yes,Yes,No,90.05,6333.4,No,0.0154,1.5,Low Risk,6301.14,1.39,97.04,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
0670-ANMUU,71,One year,Fiber optic,Credit card (automatic),Yes,Yes,No,97.65,6687.85,No,0.0464,4.6,Low Risk,6610.86,4.53,306.74,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6897-RWMUB,61,Two year,DSL,Bank transfer (automatic),Yes,Yes,Yes,68.05,4158.25,No,0.0066,0.7,Low Risk,4161.19,0.45,27.46,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
0963-ZBDRN,32,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,96.2,3183.4,Yes,0.4304,43.0,Medium Risk,3142.6,41.4,1352.58,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7594-RQHXR,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,79.6,79.6,Yes,0.8372,83.7,Critical Risk,79.64,66.64,66.67,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6999-CHVCF,68,Two year,Fiber optic,Bank transfer (automatic),No,Yes,Yes,102.1,7149.35,No,0.0463,4.6,Low Risk,7026.16,4.73,325.31,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
6134-KWTBV,62,Two year,No,Bank transfer (automatic),No internet service,No internet service,No,23.4,1429.65,No,0.0079,0.8,Low Risk,1449.68,0.18,11.45,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
1077-HUUJM,7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,71.05,472.65,No,0.6548,65.5,High Risk,483.68,46.52,316.71,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6331-EWIEB,20,Month-to-month,Fiber optic,Electronic check,No,No,Yes,85.25,1734.5,Yes,0.7208,72.1,Critical Risk,1718.1,61.45,1238.41,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
0895-LNKRC,6,One year,No,Mailed check,No internet service,No internet service,No,19.45,113.5,No,0.0524,5.2,Low Risk,116.04,1.02,6.08,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
2045-BMBTJ,33,Month-to-month,DSL,Bank transfer (automatic),No,Yes,Yes,59.45,1884.65,No,0.1636,16.4,Low Risk,1939.33,9.73,317.27,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
8417-GSODA,28,One year,Fiber optic,Bank transfer (automatic),No,No,No,92.2,2568.15,No,0.205,20.5,Low Risk,2575.47,18.9,527.97,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
5171-EPLKN,27,Two year,No,Credit card (automatic),No internet service,No internet service,No,19.85,470.0,No,0.0123,1.2,Low Risk,513.77,0.24,6.32,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
4452-QIIEB,7,Month-to-month,DSL,Mailed check,No,No,No,43.9,278.4,No,0.2283,22.8,Low Risk,293.73,10.02,67.06,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
5998-VVEJY,26,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,80.5,2088.8,Yes,0.6096,61.0,High Risk,2096.35,49.07,1277.93,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
1624-NALOJ,5,Month-to-month,Fiber optic,Electronic check,No,No,Yes,89.8,502.6,Yes,0.8707,87.1,Critical Risk,469.82,78.19,409.07,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
6741-EGCBI,30,Month-to-month,Fiber optic,Credit card (automatic),No,Yes,Yes,90.5,2595.85,No,0.2819,28.2,Medium Risk,2675.23,25.51,754.15,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
7820-ZYGNY,63,One year,Fiber optic,Credit card (automatic),No,No,No,90.45,5825.5,No,0.0951,9.5,Low Risk,5735.77,8.6,545.47,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
4317-VTEOA,1,Month-to-month,DSL,Electronic check,No,No,Yes,50.75,50.75,Yes,0.3641,36.4,Medium Risk,50.76,18.48,18.48,Standard Value,Low Maintenance,Standard Account Care & Feature Discovery
9677-AVKED,53,One year,DSL,Electronic check,Yes,No,Yes,84.6,4449.75,No,0.0894,8.9,Low Risk,4481.86,7.56,400.68,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
1670-SVOWZ,14,Month-to-month,Fiber optic,Credit card (automatic),Yes,No,Yes,89.65,1208.35,Yes,0.5285,52.9,High Risk,1221.4,47.38,645.51,High Value,Immediate Intervention,VIP Concierge: 12-mo Contract + Free Tech Support Bundle
2227-JRSJX,21,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,No,Yes,99.15,1956.4,No,0.3299,33.0,Medium Risk,2035.22,32.71,671.42,High Value,Core VIP Protect,Loyalty Perks: Speed Boost & Exclusive Support Line
